movie_id,cast_id,cast_name,actor_gender,actor_id,cast_character
37707,7,"Stephanie Baird",0,7,"Elsa / PD"
42057,7,"Sally Hawkins",1,7,"Linda / Gitali"
44944,7,"Kimberly Elise",1,7,"Crystal / Brown"
49017,7,"Sarah Gadon",1,7,"Mirena / Mina Murray"
59859,7,"Clark Duke",2,7,"Marty Eisenberg / Battle Guy"
62214,7,"Catherine O'Hara",0,7,"Mrs. Frankenstein / Weird Girl / Gym Teacher (voice)"
68728,7,"Michelle Williams",1,7,"Annie / Glinda"
83542,7,"Jim Broadbent",2,7,"Captain Molyneux / Vyvyan Ayrs / Timothy Cavendish / Korean Musician / Prescient 2"
83770,7,"Amy Adams",1,7,"Jane / Joan Vollmer"
103328,7,"Denis Lavant",2,7,"M. Oscar / Le banquier / La mendiante / L'OS de Motion-Capture / M. Merde / Le p\u00e8re / L'accord\u00e9oniste / Le tueur / Le tu\u00e9 / Le mourant / L'homme au foyer"
109491,7,"Emma Thompson",1,7,"Mrs. Lincoln / Sarafine Duchannes"
127585,7,"Jennifer Lawrence",1,7,"Raven Darkholme / Mystique"
206563,7,"Martin Sheen",2,7,"Father Juilliard / Padre Juilliard"
223702,7,"Seth Rogen",2,7,"Frank / Sergeant Pepper (voice)"
239897,7,"Joey D. Vieira",0,7,"Davargan / Yabo Potato / Sweetfang / Clyde"
270487,7,"Tilda Swinton",1,7,"Thora Thacker / Thessaly Thacker"
294512,7,"Christopher Corey Smith",2,7,"Marcel / Paddy (voice)"
417859,7,"Guillermo del Toro",2,7,"Comandante / Hombre del bigote (voice)"
146,8,"Zhang Ziyi",1,8,"Jen Yu (Mandarin) / Jiao Long (English)"
414,8,"Jim Carrey",2,8,"Edward Nygma / The Riddler"
429,8,"Lee Van Cleef",2,8,"Sentenza/Angel Eyes"
544,8,"Lee Evans",2,8,"Tucker/Norman Phipps"
692,8,Divine,2,8,"Divine / Babs Johnson"
1636,8,"Orlando Jones",2,8,Daniel/Dan/Danny
1979,8,"Jessica Alba",1,8,"Sue Richards / Invisible Woman"
8850,8,"Alec Baldwin",2,8,"Lamont Cranston/The Shadow"
10196,8,"Dee Bradley Baker",2,8,"Appa / Momo"
13518,8,"Larry David",2,8,"Himself - Actor / Comedian / Environmental Activist"
13805,8,"Crista Flanagan",1,8,"Juney / Hannah Montana"
14113,8,"Ryan Newman",1,8,"Cindy Collins / Princess"
14444,8,"Kath Soucie",1,8,"Phillip / Lillian / Betty DeVille (voices)"
15511,8,"Alan Lee",2,8,"Blind Man / One-Eyed Louie"
17287,8,"Rose Ghavami",0,8,"Humus / ACB Dancer"
19933,8,"Timothy E. Day",0,8,"Blanky / Young Rob (The Master) (voice)"
20694,8,"Michael Bell",2,8,"Drew Pickles / Charles 'Chaz' Finster"
36657,8,"James Marsden",2,8,"Scott Summers / Cyclops"
36658,8,"Patrick Stewart",2,8,"Charles Xavier / Professor X"
36668,8,"Famke Janssen",1,8,"Jean Grey / Phoenix"
44944,8,"Janet Jackson",1,8,"Jo / Red"
46195,8,"Wanda Sykes",0,8,"Chloe/Goose (voice)"
49013,8,"Jason Isaacs",2,8,"Siddeley / Leland Turbo (voice)"
68728,8,"Zach Braff",2,8,"Frank / Finley"
71676,8,"Johnny Whitworth",2,8,"Ray Carrigan / Blackout"
83542,8,"Susan Sarandon",1,8,"Madame Horrox / Older Ursula / Yusouf Suleiman / Abbess"
83770,8,"Alice Braga",1,8,"Terry / Bea Franco"
100402,8,"Scarlett Johansson",1,8,"Natasha Romanoff / Black Widow"
127585,8,"Nicholas Hoult",2,8,"Hank McCoy / Beast"
159824,8,"Kevin James",2,8,"Frank / Frankenstein (voice)"
239897,8,"R. Martin Klein",0,8,"Nosey Threehorn / Bloochip / Squats"
252360,8,"Marian Valev",2,8,"Tervin / Ayavlo"
280391,8,"Patrice Thibaud",0,8,"Vladimir / Sergey (voice)"
333355,8,"Nick Jameson",2,8,"Supreme Chancellor Palpatine / Darth Sidious"
146,9,"Chang Chen",2,9,"Lo 'Dark Cloud' / Luo Xiao Hu"
272,9,"Cillian Murphy",2,9,"Dr. Jonathan Crane / Scarecrow"
1636,9,"Paul Adelstein",2,9,"Bob/Roberto/Beach Jock"
1979,9,"Chris Evans",2,9,"Johnny Storm / Human Torch"
2080,9,Will.i.am,2,9,"John Wraith / Kestrel"
3902,9,"Christian Bale",2,9,"Jack/Pastor John"
6020,9,"Barry Watson",2,9,"Dave / Daisey"
8204,9,"Freddie Highmore",2,9,"Jared Grace / Simon Grace"
8435,9,"Rob Brydon",2,9,"Capt. Toby Shandy / himself"
9280,9,"Rebecca Romijn",1,9,Laure/lily
9683,9,"Patrick Cranshaw",2,9,"Pappy / Pippy"
13460,9,"Axelle Carolyn",0,9,"Drop Dead Girl / Podium Marauder #1"
13937,9,"John Lithgow",2,9,"Carter / Cain / Dr. Nix / Josh / Margo"
15512,9,"Reese Witherspoon",1,9,"Susan Murphy / Ginormica (voice)"
16340,9,"Kath Soucie",1,9,"Lil Deville / Phil DeVille / Betty DeVille (voice)"
16351,9,"Elias Koteas",2,9,"Ali / Jevdet Bay"
16869,9,"M\u00e9lanie Laurent",1,9,"Shosanna Dreyfus / Emmanuelle Mimieux"
17711,9,"Jonathan Winters",2,9,"Whoppa chopper pilot / Ohio cop with bullhorn / Old Jeb"
22820,9,"Suzanne May",1,9,"Vanaya / Venonka"
23483,9,"Aaron Taylor-Johnson",2,9,"Dave Lizewski / Kick-Ass"
28165,9,"Ron Fazio",0,9,"The Toxic Avenger / Apocalypse Inc. Executive"
36657,9,"Halle Berry",1,9,"Ororo Munroe / Storm"
36658,9,"Hugh Jackman",2,9,"Logan / Wolverine"
36668,9,"Anna Paquin",1,9,"Marie D'Ancanto / Rogue"
44944,9,"Loretta Devine",1,9,"Juanita / Green"
46195,9,"Jane Lynch",1,9,"Alice/Goose (voice)"
61791,9,"Karin Konoval",1,9,"Maurice / Court Clerk"
62214,9,"Martin Short",2,9,"Mr. Frankenstein / Mr. Burgemeister / Nassor (voice)"
82507,9,"Cameron Ocasio",2,9,"BBQ Son / Killer"
83542,9,"Hugh Grant",2,9,"Rev. Giles Horrox / Hotel Heavy / Lloyd Hooks / Denholme Cavendish / Seer Rhee / Kona Chief"
127585,9,"Hugh Jackman",2,9,"Logan / Wolverine"
228165,9,"Tom Kenny",2,9,"SpongeBob / Gary / Agreeable Mob Member / Waffle (voice)"
271110,9,"Chris Evans",2,9,"Steve Rogers / Captain America"
285923,9,"Rose McGowan",1,9,"Pam (segment \Death Proof\) / Cherry (segment \Planet Terror\)"
297761,9,"Will Smith",2,9,"Floyd Lawton / Deadshot"
367961,9,"Armen Dzhigarkhanyan",2,9,"Shaman Shi-Sha / Rasskazchik (voice)"
35,10,"Hank Azaria",2,10,"Professor Frink / Comic Book Guy / Moe / Chief Wiggum / Lou / Carl / Cletus / Bumblebee Man / Male EPA Worker / Dome Depot Announcer / Kissing Cop / Carnival Barker / Counter Man / Apu / Drederick Tatum / Sea Captain / EPA Passenger / Robot / Dr. Nick / Wise Guy (voice)"
85,10,"Vic Tablian",0,10,"Barranca / Monkey Man"
254,10,"Andy Serkis",2,10,"Kong / Lumpy"
364,10,"Paul Reubens",2,10,"Mr. Cobblepot/ Penguin's Father"
414,10,"Chris O'Donnell",2,10,"Dick Grayson / Robin"
1635,10,"Michael Clarke Duncan",2,10,"Starkweather Two Delta / Jamal Starkweather"
1636,10,"Toby Huss",2,10,"Jerry/Alejandro/Beach Jock/Jerry Turner"
1651,10,"Catherine Deneuve",1,10,"Julie Roussel/Marion Vergano"
1734,10,"Patricia Vel\u00e1squez",1,10,"Meela Nais/Anck Su Namun"
1979,10,"Michael Chiklis",2,10,"Ben Grimm / The Thing"
2080,10,"Lynn Collins",1,10,"Kayla Silverfox / Silver Fox"
6020,10,"Michael Rosenbaum",2,10,"Adam / Adina"
8435,10,"Shirley Henderson",1,10,"Susannah / herself"
9882,10,"Annette Bening",1,10,"Elise Kraft / Sharon Bridger"
10192,10,"Walt Dohrn",2,10,"Rumpelstiltskin / Priest / Krekraw Ogre (voice)"
11253,10,"John Alexander",2,10,"Johann Krauss / Bethmoora Goblin"
11395,10,"Tim Allen",2,10,"Santa Claus / Scott Calvin"
11412,10,"Geena Davis",1,10,"Samantha Caine / Charly Baltimore"
13191,10,"Ben Kingsley",2,10,"Walken / The Viceroy"
13673,10,"Austin Pendleton",2,10,"Umbrella Santa / Marty"
13973,10,"Gillian Jacobs",1,10,"Cherry Daiquiri / Beth"
16340,10,"Michael Bell",2,10,"Drew Pickels / Chaz Finsters"
17711,10,"June Foray",1,10,"Rocky / Cartoon Natasha Fatale / Narrator's Mother"
18550,10,"Brittney Powell",1,10,Faith/Cindy
20455,10,"Steve Blum",2,10,"Computer Voice 1 / Poromon / Flamedramon / Raidramon / Magnamon (voice)"
21014,10,"Daryl Hannah",1,10,"Sandy / Sacred"
23629,10,"Scott Glenn",2,10,"The Wise Man / The General / The Bus Driver"
36657,10,"Anna Paquin",1,10,"Marie D'Ancanto / Rogue"
36658,10,"Ian McKellen",2,10,"Eric Lensherr / Magneto"
36668,10,"Kelsey Grammer",2,10,"Dr. Henry 'Hank' McCoy / Beast"
37137,10,"Richard Griffiths",2,10,"Dr. Meinheimer / Earl Hacker"
44040,10,"Bokeem Woodbine",2,10,"Guard / Ben Larson"
44944,10,"Thandie Newton",1,10,"Tangie / Orange"
45380,10,"Peng Bo",0,10,"Xie Xiaomeng/Charles"
68728,10,"Joey King",1,10,"Girl in Wheelchair / China Girl"
76285,10,"Robert Maillet",2,10,"Polyphemus / Laistrygonian"
83542,10,"Keith David",2,10,"Kupaka / Joe Napier / An-kor Apis / Prescient"
83770,10,"Danny Morgan",2,10,"Ed Dunkle / Al Hinkle"
99861,10,"Scarlett Johansson",1,10,"Natasha Romanoff / Black Widow"
228165,10,"Bill Fagerbakke",2,10,"Patrick / Male Fish / Eager Customer (voice)"
239897,10,"Jacqueline Lovell",1,10,"Missy / Tatiana"
271110,10,"Robert Downey Jr.",2,10,"Tony Stark / Iron Man"
285923,10,"Jordan Ladd",1,10,"Shanna (segment \Death Proof\) / Judy (segment \Thanksgiving\)"
315011,10,"Mikako Ichikawa",1,10,"Hiromi Ogashira  Ministry of the Environment  Nature / Wildlife Division Deputy Director"
335866,10,"Sara Sanderson",0,10,"Pretty Girl / Christina"
762,11,"Graham Chapman",2,11,"King Arthur / Voice of God / Middle Head / Hiccoughing Guard"
844,11,"Carina Lau",1,11,Lulu/Mimi
1250,11,"Nicolas Cage",2,11,"Johnny Blaze/Ghost Rider"
1726,11,"Jeff Bridges",2,11,"Obadiah Stane / Iron Monger"
1979,11,"Doug Jones",2,11,"Norrin Radd / Silver Surfer"
2080,11,"Kevin Durand",2,11,"Fred Dukes / Blob"
2294,11,"Ben Affleck",2,11,"Holden McNeil/Himself"
2493,11,"Peter Falk",2,11,"The Grandfather / Narrator"
2639,11,"Billy Crystal",2,11,"Larry/The Devil"
3179,11,"Mike Judge",2,11,"Beavis / Butt-Head / Tom Anderson / Mr. Van Driessen / Principal McVicker (voice)"
6020,11,"Harland Williams",2,11,"Doofer / Roberta"
8435,11,"Keeley Hawes",1,11,"Elizabeth Shandy / herself"
10796,11,"Carla Gugino",1,11,"T.K. Law / Massie Walsh"
10985,11,"DJ Qualls",2,11,"Dizzy Harrison / Gil Harris"
12211,11,"Lisa Barbuscia",1,11,"Kate MacLeod / Faith"
13811,11,"Lara Robinson",1,11,"Lucinda Embry / Abby Wayland"
14836,11,"Ian McShane",2,11,"Mr. Sergei Alexander Bobinsky / Other Bobinsky"
14873,11,"Jim Cummings",2,11,"Kaa / Colonel Hathi / M.C. Monkey (voice)"
17711,11,"Keith Scott",1,11,"Bullwinkle / Narrator / Cartoon Boris Badenov / Cartoon Fearless Leader"
18712,11,"Arthur Franz",2,11,"Cpl. Robert Dunne / Narrator"
19933,11,"Judy Toll",0,11,"Mish-Mash / Two-Face Sewing Machine (voice)"
20455,11,"Colleen O'Shaughnessey",1,11,"Sora / Male Student (voice)"
36657,11,"Tyler Mane",2,11,"Victor Creed / Sabretooth"
36658,11,"Halle Berry",1,11,"Ororo Munroe / Storm"
36668,11,"James Marsden",2,11,"Scott Summers / Cyclops"
44944,11,"Anika Noni Rose",1,11,"Yasmine / Yellow"
50942,11,"Giancarlo Esposito",2,11,"Lt. Thomas Peniston / Werewolf"
62630,11,"Philip Quast",0,11,"Saddam Hussein / Faoaz"
72559,11,"Elodie Yung",1,11,"Kim Arashikage / Jinx"
72710,11,"Diane Kruger",1,11,"The Seeker / Lacey"
79698,11,"Josh Hartnett",2,11,"James Stewart / Jay Fennel"
83542,11,"James D'Arcy",2,11,"Young Rufus Sixsmith / Old Rufus Sixsmith / Nurse James / Archivist"
99861,11,"Jeremy Renner",2,11,"Clint Barton / Hawkeye"
100402,11,"Emily VanCamp",1,11,"Kate / Agent 13"
122917,11,"Benedict Cumberbatch",2,11,"Smaug / Necromancer (voice)"
127585,11,"Ellen Page",1,11,"Katherine \Kitty\ Pryde / Shadowcat"
164558,11,"Jon Shone",0,11,"MD / Keyboards"
228165,11,"Rodger Bumpass",2,11,"Doctor / Squidward / Angry Mob Member #2 / Doughnut / Squidasaurus Rex (voice)"
246655,11,"Michael Fassbender",2,11,"Erik Lehnsherr / Magneto"
271110,11,"Chadwick Boseman",2,11,"T'Challa / Black Panther"
320146,11,"Paul Manza",2,11,"Govindas / Brett"
141,12,"Patience Cleveland",1,12,"Roberty Sparrow / Grandma Death"
1636,12,"Miriam Shor",1,12,"Carol/Penthouse Hostess"
1726,12,"Terrence Howard",2,12,"Lt. Col. James \Rhodey\ Rhodes / War Machine"
1895,12,"Hayden Christensen",2,12,"Anakin Skywalker / Darth Vader"
1979,12,"Laurence Fishburne",2,12,"Norrin Radd / Silver Surfer (voice)"
2080,12,"Dominic Monaghan",2,12,"Chris Bradley / Bolt"
3028,12,"Mark Blankfield",2,12,"Dr. Jekyll/Mr. Heyde"
3170,12,"Tim Davis",2,12,"Adolescent Thumper / Adolescent Flower (voice)"
4960,12,"Dianne Wiest",1,12,"Ellen Bascomb / Millicent Weems"
7345,12,"Paul Dano",2,12,"Paul Sunday / Eli Sunday"
9361,12,"Daniel Day-Lewis",2,12,"Hawkeye/Nathaniel Poe"
9562,12,"Marton Csokas",2,12,"Sir William De Kere / William Decker"
9762,12,"Deirdre Lovejoy",1,12,"Nora's Mom / Katherine Clark"
10192,12,"Lake Bell",1,12,"Patrol Witch / Wagon Witch #2 (voice)"
10204,12,"Jackie Chan",2,12,"Passepartout / Lau Xing"
10681,12,"Ben Burtt",2,12,"WALL\u00b7E / M-O (voice)"
20055,12,"Donald Adams",2,12,"Shuffle / Rathe"
36657,12,"Ray Park",2,12,"Mortimer Toynbee / Toad"
36658,12,"Famke Janssen",1,12,"Jean Grey / Phoenix"
36668,12,"Rebecca Romijn",1,12,"Raven Darkholme / Mystique"
44944,12,"Kerry Washington",1,12,"Kelly / Blue"
83542,12,"Bae Doona",1,12,"Tilda / Megan's Mom / Mexican Woman / Sonmi-451 / Sonmi-351 / Sonmi Prostitute"
83770,12,"Elisabeth Moss",1,12,"Galatea Dunkel / Helen Hinkle"
99861,12,"Chris Evans",2,12,"Steve Rogers / Captain America"
127585,12,"Shawn Ashmore",2,12,"Bobby Drake / Iceman"
142061,12,"Mark Valley",0,12,"Clark Kent / Superman"
206563,12,"Daniel Zettel",2,12,"Carlos' partner / S\u00f3cio de Carlos"
228066,12,"Spencer Wilding",0,12,"Nathaniel / Prometheus 2"
246655,12,"Jennifer Lawrence",1,12,"Raven Darkholme / Mystique"
285923,12,"Quentin Tarantino",2,12,"Warren (segment \Death Proof\) / Rapist #1 (segment \Planet Terror\)"
297761,12,"Cara Delevingne",1,12,"June Moone / Enchantress"
35,13,"Harry Shearer",2,13,"Scratchy / Mr. Burns / Rev. Lovejoy / Ned Flanders / Lenny / Skull / President Arnold Schwarzenegger / Kent Brockman / Principal Skinner / Dr. Hibbert / Smithers / Toll Booth Man / Guard / Otto / Kang (voice)"
152,13,"Stephen Collins",2,13,"Capt./Cmdr. Willard Decker"
272,13,"Christian Bale",2,13,"Bruce Wayne / Batman"
364,13,"Diane Salinger",1,13,"Mrs. Cobblepot/Penguin's Mother"
935,13,"Peter Sellers",2,13,"Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove"
953,13,"Tom McGrath",2,13,"Skipper / Fossa / Panicky Man on Subway"
1724,13,"Tim Roth",2,13,"Emil Blonsky / Abomination"
1979,13,"Julian McMahon",2,13,"Victor von Doom / Doctor Doom"
2080,13,"Taylor Kitsch",2,13,"Remy LeBeau / The Gambit"
2292,13,"Scott Mosier",2,13,"Willam Black/Angry Hockey Playing Customer/Angry Mourner"
2661,13,"Lee Meriwether",1,13,"The Catwoman / Kitka"
3132,13,"Chris Rock",2,13,"Jake Hayes/Kevin Pope/Michael Turner"
9686,13,"Paul Herman",2,13,"Detective Flynn / Clifford"
9783,13,"George Newbern",2,13,"Frank / PVS Host"
10192,13,"Kathy Griffin",1,13,"Dancing Witch / Wagon Witch #1 (voice)"
10353,13,"Muriel Robin",1,13,"Fr\u00e9n\u00e9gonde / B\u00e9atrice"
10585,13,"Brad Dourif",2,13,"Charles Lee Ray/Chucky"
10796,13,"Jet Li",2,13,"Gabe Law / Gabriel Yulaw / Lawless"
11679,13,"Ice Cube",2,13,"Darius Stone / xXx"
13973,13,"Heather Burns",1,13,"Internet Date / Gwen"
15301,13,"Dan Aykroyd",2,13,"Passenger / Ambulance Driver (Prologue / Segment #4)"
17979,13,"Steve Valentine",2,13,"Funerary Undertaker / Topper"
20455,13,"Wendee Lee",1,13,"Young T.K. / Little Girl 1 / Party Girl 1 / Little Kokomon (voice)"
36657,13,"Rebecca Romijn",1,13,"Raven Darkholme / Mystique"
36658,13,"James Marsden",2,13,"Scott Summers / Cyclops"
36668,13,"Shawn Ashmore",2,13,"Bobby Drake / Iceman"
37724,13,"Ralph Fiennes",2,13,"Gareth Mallory / M"
44944,13,"Tessa Thompson",1,13,"Nyla / Purple"
49524,13,"James Hong",2,13,"Nick's Avatar / Jerry Chen"
49852,13,"Yuliya Vysotskaya",1,13,"Mother / The Snow Fairy"
72559,13,"D.J. Cotrona",2,13,"Dashiell Faireborn / Flint"
76338,13,"Adewale Akinnuoye-Agbaje",2,13,"Algrim / Kurse"
100042,13,"Rob Riggle",2,13,"Travis / Captain Lippincott"
103663,13,"Ole Dupont",0,13,"Godsejer / Advokat"
109513,13,"Dax Shepard",2,13,"Charles Bronson/Yul Perrkins"
116977,13,"Martin Klebba",2,13,"General X / Kaptain Krispy"
137106,13,"Elizabeth Banks",1,13,"Wyldstyle / Lucy (voice)"
153518,13,"Kate McKinnon",1,13,"Stella / Eva the Birthday Mom (voice)"
285923,13,"Michael Parks",2,13,"Earl McGraw (segments \Death Proof\ / \Planet Terror\)"
196,14,"Michael J. Fox",2,14,"Marty McFly / Seamus McFly"
429,14,"Antonio Casale",0,14,"Jackson/Bill Carson"
1250,14,"Wes Bentley",2,14,"Blackheart / Black King"
1273,14,"Mitchell Whitfield",2,14,"Donatello / Additional Voices (voice)"
1724,14,"William Hurt",2,14,"General Thaddeus \Thunderbolt\ Ross / The Red Hulk"
1729,14,"Jackie Chan",2,14,"Old Hop / Lu Yan"
2080,14,"Daniel Henney",2,14,"David North / Agent Zero"
2123,14,"Jim Carrey",2,14,"Off. Charlie Baileygates/Hank Evans"
2292,14,"Walt Flanagan",2,14,"Woolen Cap Smoker/Egg Man/Offended Customer/Cat Admiring Bitter Customer"
9275,14,"Edward Norton",2,14,"Sheldon Mopes / Smoochy"
10208,14,"Jerry Nelson",2,14,"Robin / Statler / Ubergonzo"
10426,14,"Mike Epps",2,14,"Day-Day / Old Man with Shotgun"
10796,14,"Delroy Lindo",2,14,"MVA Agent Harry Roedecker / Gas Station Attendant"
11253,14,"Brian Steele",2,14,"Wink / Cronie / Spice Shop Troll / Cathedral Head / Fragglewump"
11260,14,"Eddie Murphy",2,14,"Dave Ming Chang / Kapit\u00e4n"
11596,14,"John Saxon",2,14,"Himself / Lt. Donald Thompson"
12155,14,"Matt Lucas",2,14,"Tweedledee / Tweedledum"
14411,14,"Jim Cummings",2,14,"Luca / Additional Voices (voice)"
15511,14,"Tim Hodge",0,14,"Jolly Joe / King's Ship Officer / Background Voices"
16577,14,"David Alan Grier",2,14,"Mr. Squirt / Math Cowboy / Boxer Robot"
17979,14,"Daryl Sabara",2,14,"Undertaker's Apprentice / Tattered Caroler / Beggar Boy / Peter Cratchit / Well-Dressed Caroler"
19933,14,"Mindy Sterling",1,14,"Mother / Two-Face Sewing Machine (voice) (as Mindy Stern)"
20065,14,"P.T. Walkley",0,14,"Singer / Songwriter"
20455,14,"Brianne Siddall",1,14,"Koromon / Kuramon (voice)"
33155,14,"Rhonda Shear",1,14,"Mime / Robot"
36658,14,"Anna Paquin",1,14,"Marie D'Ancanto / Rogue"
36668,14,"Aaron Stanford",2,14,"John Allerdyce / Pyro"
38665,14,"Klinton Spilsbury",0,14,"The Lone Ranger / John Reid"
46738,14,"Abdelghafour Elaaziz",2,14,"Abou Tarek/Nihad"
49529,14,"Arkie Reece",2,14,"Stayman #1 / Helm"
49852,14,"Charlie Rowe",2,14,"The Prince / Nicholas Charles"
87101,14,"Aaron V. Williamson",0,14,"Refugee / Terminator"
88005,14,"Gillian Jacobs",1,14,"Waitress / Katie"
127585,14,"Halle Berry",1,14,"Ororo Munroe / Storm"
203833,14,"Roger Allam",2,14,"Narrator / Death (voice)"
209112,14,"Henry Cavill",2,14,"Clark Kent / Superman"
271110,14,"Scarlett Johansson",1,14,"Natasha Romanoff / Black Widow"
333355,14,"Grey Griffin",1,14,"Asajj Ventress / Padm\u00e9 Amidala / Shaak-Ti"
1250,15,"Sam Elliott",2,15,"Carter Slade / Phantom Rider"
1696,15,"Sid Haig",2,15,"Captain Spaulding / James Cutter"
1724,15,"Tim Blake Nelson",2,15,"Dr. Samuel Sterns / The Leader"
1729,15,"Jet Li",2,15,"The Silent Monk / The Monkey King"
1895,15,"Ian McDiarmid",2,15,"Chancellor Palpatine / Darth Sidious"
2080,15,"Ryan Reynolds",2,15,"Wade Wilson / Deadpool / Weapon XI"
3989,15,"Matt Stone",2,15,"Chris (voice) / George Clooney (voice) / Danny Glover (voice) / Ethan Hawke (voice) / Others (voice)"
8698,15,"Jason Flemyng",2,15,"Dr. Henry Jekyll / Edward Hyde"
9444,15,"Andrea Martin",1,15,"Phlegmenkoff / Old Woman (voice)"
9610,15,"Pat Roach",2,15,"Man Ape / Toth-Amon"
10192,15,"Kristen Schaal",0,15,"Pumpkin Witch / Palace Witch (voice)"
10336,15,"John Leguizamo",2,15,"Clown / Violator"
10386,15,"James Gammon",2,15,"Foreman Marv Loach / Floyd Turbeaux (voice)"
10796,15,"James Morrison",2,15,"LAPD Officer Bobby Aldrich / 'A' World Inmate #1"
10802,15,"Rena Riffel",1,15,Penny/Hope
11687,15,"Val\u00e9rie Lemercier",1,15,"Fr\u00e9n\u00e9gonde de Pouille / B\u00e9atrice de Montmirail"
13460,15,"Vernon Willemse",2,15,"David / Gimp"
15511,15,"Drake Lyle",0,15,"George Jr. / Rock Monster Boy"
16577,15,"Alan Tudyk",2,15,"Mr. Squeegee / Scrapheap Head / Stinger Two"
36658,15,"Rebecca Romijn",1,15,"Raven Darkholme / Mystique"
36668,15,"Vinnie Jones",2,15,"Cain Marko / Juggernaut"
44603,15,"Frankie McLaren",2,15,Markus/Jason
44944,15,"Whoopi Goldberg",1,15,"Alice / White"
52032,15,"Brian Murray",1,15,"Captain Pugh / Mr. Blandish (voice)"
87827,15,"Suraj Sharma",2,15,"Pi Patel (16 / 17 Years)"
99861,15,"Mark Ruffalo",2,15,"Bruce Banner / Hulk"
127585,15,"Booboo Stewart",0,15,"James Proudstar / Warpath"
153518,15,"Jillian Bell",1,15,"Helen the Lunch Mom / Yoga Instructor (voice)"
175574,15,"Jimmy Hayward",2,15,"President of the United States/Ranger/Leatherbeak/Hazmats (voice)"
228326,15,"Anjelah Johnson",1,15,"Adelita / Nina (voice)"
256962,15,"Jakob Salvati",0,15,"Pepper Flynt Busbee / Little Boy"
271110,15,"Sebastian Stan",2,15,"Bucky Barnes / Winter Soldier"
333355,15,"Daran Norris",2,15,"Durge / Ki-Adi-Mundi / Master Barrek"
987,16,"Walter Matthau",2,16,"Walter Burns/Otto Fishbine"
1894,16,"Anthony Daniels",2,16,"C-3PO / Dannl Faytonni"
2292,16,"David Klein",2,16,"Hunting Cap Smoking Boy/Low I.Q. Video Customer/Hubcap Searching Customer/Angry Mourner/Angry Crowd at Door"
9447,16,"Danny Mann",2,16,"Ferdinand / Tug (voice)"
10428,16,"Jonny Lee Miller",2,16,"Dade Murphy / 'Crash Override' / 'Zero Cool'"
10527,16,"Tom McGrath",2,16,"Skipper / Lemur (voice)"
11687,16,"Christian Clavier",2,16,"Jacquouille la Fripouille / Jacquard"
14411,16,"Andrew Birch",0,16,"Grum / Chum (voice)"
15511,16,"Ally Nawrocki",0,16,"Lucy / Rock Monster Girl"
17979,16,"Amber Gainey Meade",0,16,"Tattered Caroler / Well-Dressed Caroler"
18823,16,"Jason Flemyng",2,16,"Calibos / Acrisius"
25763,16,"Robert Donner",2,16,"Man / Guard"
36668,16,"Ellen Page",1,16,"Katherine \Kitty\ Pryde / Shadowcat"
44603,16,"George McLaren",2,16,Markus/Jason
81188,16,"Emily Nordwind",0,16,"Jamie's Mom / Jack's Mother (voice)"
82654,16,"Rob Corddry",2,16,"M / Marcus"
127585,16,"Fan Bingbing",1,16,"Clarice Ferguson / Blink"
153795,16,"Simona Williams",1,16,"Carla / Craps Table Girl #3"
246655,16,"Nicholas Hoult",2,16,"Hank McCoy / Beast"
271110,16,"Frank Grillo",2,16,"Brock Rumlow / Crossbones"
297761,16,"Ben Affleck",2,16,"Bruce Wayne / Batman (uncredited)"
306667,16,"Joshua Ray Bell",0,16,"Josh / Bull Rider"
329440,16,"Nadja Mazalica",0,16,"Sara / Jess (Age 6)"
333355,16,"Kevin Michael Richardson",2,16,"K'Kruhk / Sha'A Gi"
35,17,"Pamela Hayden",1,17,"Milhouse Van Houten / Jimbo Jones / Rod Flanders (voice)"
117,17,"Andy Garc\u00eda",2,17,"Agent George Stone/Giuseppe Petri"
196,17,"Thomas F. Wilson",2,17,"Buford 'Mad Dog' Tannen/Biff Tannen"
415,17,"Arnold Schwarzenegger",2,17,"Dr. Victor Fries / Mr. Freeze"
425,17,"Stephen Root",2,17,"Rhino / Start (voice)"
811,17,"Mark Persons",2,17,"Drone 2/Huey"
854,17,"Jim Carrey",2,17,"Stanley Ipkiss / The Mask"
953,17,"Eric Darnell",2,17,"Zoo Announcer / Lemur #1 / Fossa / Subway Car Announcer"
1273,17,"Nolan North",2,17,"Raphael / Nightwatcher (voice)"
1491,17,"Karl Johnson",2,17,"Doctor / Old Man"
1499,17,"Elias Koteas",2,17,"Casey Jones / Whit"
1696,17,"Sheri Moon Zombie",1,17,"Baby Firefly / Vera-Ellen"
1724,17,"Ty Burrell",2,17,"Leonard Samson / Dr. Samson"
1850,17,"Jim Carrey",2,17,"Andy Kaufman/Tony Clifton"
2057,17,"Angelina Jolie",1,17,"Julia Russell/Bonnie Castle"
2080,17,"Tim Pocock",2,17,"Scott Summers / Cyclops"
2292,17,"Ed Hapstak",0,17,"Sanford/Angry Mourner"
2661,17,"Adam West",2,17,"Batman / Bruce Wayne"
3132,17,"Adoni Maropis",2,17,"Jarma/Dragan Henchman"
10331,17,"Charles Craig",0,17,"Newscaster / Zombie"
10428,17,"Angelina Jolie",1,17,"Kate Libby / 'Acid Burn'"
